Date,Close_THBUSD
9/4/2019,0.0327
9/5/2019,0.0328
9/6/2019,0.0326
9/9/2019,0.0326
9/10/2019,0.0326
9/11/2019,0.0327
9/12/2019,0.0327
9/13/2019,0.0328
9/16/2019,0.0328
9/17/2019,0.0328
9/18/2019,0.0328
9/19/2019,0.0327
9/20/2019,0.0328
9/23/2019,0.0328
9/24/2019,0.0329
9/25/2019,0.0327
9/26/2019,0.0327
9/27/2019,0.0326
9/30/2019,0.0327
10/1/2019,0.0327
10/2/2019,0.0327
10/3/2019,0.0327
10/4/2019,0.0328
10/7/2019,0.0329
10/8/2019,0.0328
10/9/2019,0.0329
10/10/2019,0.033
10/11/2019,0.0329
10/14/2019,0.0329
10/15/2019,0.0329
10/16/2019,0.0329
10/17/2019,0.0329
10/18/2019,0.033
10/21/2019,0.033
10/22/2019,0.033
10/23/2019,0.033
10/24/2019,0.033
10/25/2019,0.0331
10/28/2019,0.0332
10/29/2019,0.0331
10/30/2019,0.0331
10/31/2019,0.0331
11/1/2019,0.0332
11/4/2019,0.0332
11/5/2019,0.0331
11/6/2019,0.0331
11/7/2019,0.033
11/8/2019,0.0329
11/11/2019,0.0329
11/12/2019,0.033
11/13/2019,0.033
11/14/2019,0.0331
11/15/2019,0.0331
11/18/2019,0.0331
11/19/2019,0.0331
11/20/2019,0.0331
11/21/2019,0.0331
11/22/2019,0.0331
11/25/2019,0.0331
11/26/2019,0.0331
11/27/2019,0.0331
11/28/2019,0.0331
11/29/2019,0.0331
12/2/2019,0.0331
12/3/2019,0.033
12/4/2019,0.0331
12/5/2019,0.033
12/6/2019,0.0329
12/9/2019,0.033
12/10/2019,0.033
12/11/2019,0.033
12/12/2019,0.0331
12/13/2019,0.0332
12/16/2019,0.0331
12/17/2019,0.0331
12/18/2019,0.0331
12/19/2019,0.0331
12/20/2019,0.0331
12/23/2019,0.0331
12/24/2019,0.0332
12/25/2019,0.0332
12/26/2019,0.0332
12/27/2019,0.0332
12/30/2019,0.0332
12/31/2019,0.0334
1/1/2020,0.0337
1/2/2020,0.0333
1/3/2020,0.0332
1/6/2020,0.0332
1/7/2020,0.0332
1/8/2020,0.033
1/9/2020,0.033
1/10/2020,0.033
1/13/2020,0.0331
1/14/2020,0.0331
1/15/2020,0.033
1/16/2020,0.033
1/17/2020,0.0329
1/20/2020,0.0329
1/21/2020,0.033
1/22/2020,0.0329
1/23/2020,0.0329
1/24/2020,0.0328
1/27/2020,0.0326
1/28/2020,0.0326
1/29/2020,0.0325
1/30/2020,0.0323
1/31/2020,0.0321
2/3/2020,0.0321
2/4/2020,0.0322
2/5/2020,0.0323
2/6/2020,0.0323
2/7/2020,0.0321
2/10/2020,0.0319
2/11/2020,0.032
2/12/2020,0.0321
2/13/2020,0.0321
2/14/2020,0.0321
2/17/2020,0.0321
2/18/2020,0.0321
2/19/2020,0.0321
2/20/2020,0.032
2/21/2020,0.0318
2/24/2020,0.0316
2/25/2020,0.0316
2/26/2020,0.0315
2/27/2020,0.0314
2/28/2020,0.0316
3/2/2020,0.0318
3/3/2020,0.0318
3/4/2020,0.0318
3/5/2020,0.0319
3/6/2020,0.0317
3/9/2020,0.0319
3/10/2020,0.0318
3/11/2020,0.0318
3/12/2020,0.0317
3/13/2020,0.0315
3/16/2020,0.0316
3/17/2020,0.0311
3/18/2020,0.0311
3/19/2020,0.0308
3/20/2020,0.0307
3/23/2020,0.0305
3/24/2020,0.0305
3/25/2020,0.0305
3/26/2020,0.0305
3/27/2020,0.0307
3/30/2020,0.0308
3/31/2020,0.0306
4/1/2020,0.0306
4/2/2020,0.0302
4/3/2020,0.0304
4/6/2020,0.0303
4/7/2020,0.0305
4/8/2020,0.0305
4/9/2020,0.0305
4/10/2020,0.0306
4/13/2020,0.0306
4/14/2020,0.0306
4/15/2020,0.0306
4/16/2020,0.0306
4/17/2020,0.0307
4/20/2020,0.0308
4/21/2020,0.0308
4/22/2020,0.0308
4/23/2020,0.0309
4/24/2020,0.0309
4/27/2020,0.0308
4/28/2020,0.0308
4/29/2020,0.0309
4/30/2020,0.0309
5/1/2020,0.0308
5/4/2020,0.0308
5/5/2020,0.0309
5/6/2020,0.0309
5/7/2020,0.0308
5/8/2020,0.0309
5/11/2020,0.0311
5/12/2020,0.0311
5/13/2020,0.0311
5/14/2020,0.0312
5/15/2020,0.0312
5/18/2020,0.0312
5/19/2020,0.0312
5/20/2020,0.0313
5/21/2020,0.0314
5/22/2020,0.0314
5/25/2020,0.0314
5/26/2020,0.0313
5/27/2020,0.0314
5/28/2020,0.0313
5/29/2020,0.0314
6/1/2020,0.0318
6/2/2020,0.0316
6/3/2020,0.0317
6/4/2020,0.0317
6/5/2020,0.0317
6/8/2020,0.0318
6/9/2020,0.0318
6/10/2020,0.0319
6/11/2020,0.0321
6/12/2020,0.0322
6/15/2020,0.0322
6/16/2020,0.0323
6/17/2020,0.0322
6/18/2020,0.0321
6/19/2020,0.0322
6/22/2020,0.0323
6/23/2020,0.0323
6/24/2020,0.0324
6/25/2020,0.0324
6/26/2020,0.0324
6/29/2020,0.0324
6/30/2020,0.0324
7/1/2020,0.0324
7/2/2020,0.0322
7/3/2020,0.0322
7/6/2020,0.0321
7/7/2020,0.0322
7/8/2020,0.0321
7/9/2020,0.0321
7/10/2020,0.032
7/13/2020,0.0319
7/14/2020,0.0319
7/15/2020,0.0317
7/16/2020,0.0317
7/17/2020,0.0315
7/20/2020,0.0316
7/21/2020,0.0315
7/22/2020,0.0317
7/23/2020,0.0316
7/24/2020,0.0315
7/27/2020,0.0316
7/28/2020,0.0318
7/29/2020,0.0318
7/30/2020,0.0318
7/31/2020,0.0319
8/3/2020,0.032
8/4/2020,0.032
8/5/2020,0.0322
8/6/2020,0.0322
8/7/2020,0.0322
8/10/2020,0.0321
8/11/2020,0.0322
8/12/2020,0.0321
8/13/2020,0.0322
8/14/2020,0.0322
8/17/2020,0.0322
8/18/2020,0.0321
8/19/2020,0.0321
8/20/2020,0.0319
8/21/2020,0.0318
8/24/2020,0.0317
8/25/2020,0.0317
8/26/2020,0.0318
8/27/2020,0.032
8/28/2020,0.032
8/31/2020,0.0322
9/1/2020,0.0322
9/2/2020,0.0321
9/3/2020,0.0319
9/4/2020,0.0318
9/7/2020,0.0319
9/8/2020,0.0319
9/9/2020,0.0319
9/10/2020,0.032
9/11/2020,0.032
9/14/2020,0.0319
9/15/2020,0.032
9/16/2020,0.032
9/17/2020,0.0322
9/18/2020,0.0321
9/21/2020,0.0322
9/22/2020,0.0319
9/23/2020,0.0319
9/24/2020,0.0317
9/25/2020,0.0317
9/28/2020,0.0316
9/29/2020,0.0316
9/30/2020,0.0317
10/1/2020,0.0316
10/2/2020,0.0317
10/5/2020,0.0317
10/6/2020,0.032
10/7/2020,0.032
10/8/2020,0.0321
10/9/2020,0.0321
10/12/2020,0.0322
10/13/2020,0.0321
10/14/2020,0.032
10/15/2020,0.032
10/16/2020,0.032
10/19/2020,0.0321
10/20/2020,0.0321
10/21/2020,0.032
10/22/2020,0.0321
10/23/2020,0.032
10/26/2020,0.032
10/27/2020,0.032
10/28/2020,0.032
10/29/2020,0.032
10/30/2020,0.032
11/2/2020,0.0321
11/3/2020,0.0322
11/4/2020,0.0323
11/5/2020,0.0323
11/6/2020,0.0325
11/9/2020,0.0327
11/10/2020,0.0327
11/11/2020,0.033
11/12/2020,0.0331
11/13/2020,0.0331
11/16/2020,0.0333
11/17/2020,0.0332
11/18/2020,0.0332
11/19/2020,0.033
11/20/2020,0.0329
11/23/2020,0.0331
11/24/2020,0.033
11/25/2020,0.033
11/26/2020,0.033
11/27/2020,0.033
11/30/2020,0.0331
12/1/2020,0.033
12/2/2020,0.0331
12/3/2020,0.0331
12/4/2020,0.0331
12/7/2020,0.0332
12/8/2020,0.0332
12/9/2020,0.0333
12/10/2020,0.0333
12/11/2020,0.0333
12/14/2020,0.0333
12/15/2020,0.0332
12/16/2020,0.0333
12/17/2020,0.0334
12/18/2020,0.0336
12/21/2020,0.0334
12/22/2020,0.0333
12/23/2020,0.0331
12/24/2020,0.0331
12/25/2020,0.0333
12/28/2020,0.0333
12/29/2020,0.0332
12/30/2020,0.0333
12/31/2020,0.0334
1/1/2021,0.0334
1/4/2021,0.0334
1/5/2021,0.0334
1/6/2021,0.0334
1/7/2021,0.0334
1/8/2021,0.0333
1/11/2021,0.0332
1/12/2021,0.0332
1/13/2021,0.0333
1/14/2021,0.0333
1/15/2021,0.0334
1/18/2021,0.0333
1/19/2021,0.0332
1/20/2021,0.0334
1/21/2021,0.0334
1/22/2021,0.0334
1/25/2021,0.0334
1/26/2021,0.0334
1/27/2021,0.0334
1/28/2021,0.0333
1/29/2021,0.0334
2/1/2021,0.0334
2/2/2021,0.0334
2/3/2021,0.0333
2/4/2021,0.0334
2/5/2021,0.0333
2/8/2021,0.0333
2/9/2021,0.0334
2/10/2021,0.0334
2/11/2021,0.0335
2/12/2021,0.0335
2/15/2021,0.0335
2/16/2021,0.0335
2/17/2021,0.0334
2/18/2021,0.0333
2/19/2021,0.0333
2/22/2021,0.0334
2/23/2021,0.0334
2/24/2021,0.0333
2/25/2021,0.0333
2/26/2021,0.033
3/1/2021,0.033
3/2/2021,0.0331
3/3/2021,0.0331
3/4/2021,0.0329
3/5/2021,0.0329
3/8/2021,0.0328
3/9/2021,0.0325
3/10/2021,0.0325
3/11/2021,0.0326
3/12/2021,0.0327
3/15/2021,0.0326
3/16/2021,0.0326
3/17/2021,0.0325
3/18/2021,0.0326
3/19/2021,0.0324
3/22/2021,0.0324
3/23/2021,0.0324
3/24/2021,0.0322
3/25/2021,0.0322
3/26/2021,0.0321
3/29/2021,0.0321
3/30/2021,0.0321
3/31/2021,0.032
4/1/2021,0.032
4/2/2021,0.0321
4/5/2021,0.032
4/6/2021,0.0319
4/7/2021,0.032
4/8/2021,0.0319
4/9/2021,0.0319
4/12/2021,0.0318
4/13/2021,0.0318
4/14/2021,0.0318
4/15/2021,0.0319
4/16/2021,0.0321
4/19/2021,0.0321
4/20/2021,0.0321
4/21/2021,0.032
4/22/2021,0.0319
4/23/2021,0.0319
4/26/2021,0.0319
4/27/2021,0.0318
4/28/2021,0.0319
4/29/2021,0.0319
4/30/2021,0.0321
5/3/2021,0.0321
5/4/2021,0.0321
5/5/2021,0.0321
5/6/2021,0.0321
5/7/2021,0.0321
5/10/2021,0.0322
5/11/2021,0.0322
5/12/2021,0.0321
5/13/2021,0.032
5/14/2021,0.0319
5/17/2021,0.0319
5/18/2021,0.0318
5/19/2021,0.0319
5/20/2021,0.0318
5/21/2021,0.0319
5/24/2021,0.0319
5/25/2021,0.0319
5/26/2021,0.0319
5/27/2021,0.032
5/28/2021,0.032
5/31/2021,0.032
6/1/2021,0.0321
6/2/2021,0.0321
6/3/2021,0.0321
6/4/2021,0.032
6/7/2021,0.0321
6/8/2021,0.0321
6/9/2021,0.032
6/10/2021,0.0321
6/11/2021,0.0321
6/14/2021,0.0322
6/15/2021,0.0321
6/16/2021,0.0321
6/17/2021,0.032
6/18/2021,0.0318
6/21/2021,0.0318
6/22/2021,0.0316
6/23/2021,0.0316
6/24/2021,0.0314
6/25/2021,0.0313
6/28/2021,0.0315
6/29/2021,0.0313
6/30/2021,0.0311
7/1/2021,0.0313
7/2/2021,0.0312
7/5/2021,0.0311
7/6/2021,0.0312
7/7/2021,0.031
7/8/2021,0.0309
7/9/2021,0.0307
7/12/2021,0.0308
7/13/2021,0.0306
7/14/2021,0.0306
7/15/2021,0.0307
7/16/2021,0.0306
7/19/2021,0.0305
7/20/2021,0.0305
7/21/2021,0.0305
7/22/2021,0.0304
7/23/2021,0.0304
7/26/2021,0.0304
7/27/2021,0.0304
7/28/2021,0.0304
7/29/2021,0.0305
7/30/2021,0.0305
8/2/2021,0.0304
8/3/2021,0.0304
8/4/2021,0.0303
8/5/2021,0.0302
8/6/2021,0.0301
8/9/2021,0.0299
8/10/2021,0.0299
8/11/2021,0.0299
8/12/2021,0.0302
8/13/2021,0.0302
8/16/2021,0.03
8/17/2021,0.0299
8/18/2021,0.03
8/19/2021,0.03
8/20/2021,0.03
8/23/2021,0.03
8/24/2021,0.0301
8/25/2021,0.0304
8/26/2021,0.0305
8/27/2021,0.0305
8/30/2021,0.0308
8/31/2021,0.0308
9/1/2021,0.0311
9/2/2021,0.031
9/3/2021,0.0308
9/6/2021,0.0308
9/7/2021,0.0308
9/8/2021,0.0306
9/9/2021,0.0305
9/10/2021,0.0306
9/13/2021,0.0306
9/14/2021,0.0304
9/15/2021,0.0304
9/16/2021,0.0304
9/17/2021,0.0302
9/20/2021,0.03
9/21/2021,0.03
9/22/2021,0.0299
9/23/2021,0.0299
9/24/2021,0.0299
9/27/2021,0.0299
9/28/2021,0.0298
9/29/2021,0.0296
9/30/2021,0.0295
10/1/2021,0.0297
10/4/2021,0.0297
10/5/2021,0.0296
10/6/2021,0.0296
10/7/2021,0.0296
10/8/2021,0.0296
10/11/2021,0.0295
10/12/2021,0.0297
10/13/2021,0.03
10/14/2021,0.0301
10/15/2021,0.0301
10/18/2021,0.0299
10/19/2021,0.0299
10/20/2021,0.03
10/21/2021,0.03
10/22/2021,0.03
10/25/2021,0.03
10/26/2021,0.0303
10/27/2021,0.0301
10/28/2021,0.03
10/29/2021,0.0301
11/1/2021,0.0302
11/2/2021,0.03
11/3/2021,0.0301
11/4/2021,0.0301
11/5/2021,0.03
11/8/2021,0.0302
11/9/2021,0.0304
11/10/2021,0.0305
11/11/2021,0.0305
11/12/2021,0.0305
11/15/2021,0.0306
11/16/2021,0.0305
11/17/2021,0.0305
11/18/2021,0.0307
11/19/2021,0.0307
11/22/2021,0.0305
11/23/2021,0.0303
11/24/2021,0.0302
11/25/2021,0.03
11/26/2021,0.0299
11/29/2021,0.0298
11/30/2021,0.0297
12/1/2021,0.0297
12/2/2021,0.0296
12/3/2021,0.0295
12/6/2021,0.0296
12/7/2021,0.0296
12/8/2021,0.0298
12/9/2021,0.0299
12/10/2021,0.0298
12/13/2021,0.0302
12/14/2021,0.0299
12/15/2021,0.0299
12/16/2021,0.0299
12/17/2021,0.0299
12/20/2021,0.0301
12/21/2021,0.0298
12/22/2021,0.0297
12/23/2021,0.0298
12/24/2021,0.0298
12/27/2021,0.03
12/28/2021,0.0298
12/29/2021,0.0298
12/30/2021,0.0299
12/31/2021,0.03
1/3/2022,0.0302
1/4/2022,0.0301
1/5/2022,0.0301
1/6/2022,0.0301
1/7/2022,0.0298
1/10/2022,0.0298
1/11/2022,0.0297
1/12/2022,0.03
1/13/2022,0.0301
1/14/2022,0.0301
1/17/2022,0.0302
1/18/2022,0.0302
1/19/2022,0.0302
1/20/2022,0.0304
1/21/2022,0.0304
1/24/2022,0.0304
1/25/2022,0.0303
1/26/2022,0.0303
1/27/2022,0.0302
1/28/2022,0.03
1/31/2022,0.0299
2/1/2022,0.0301
2/2/2022,0.0301
2/3/2022,0.0302
2/4/2022,0.0302
2/7/2022,0.0304
2/8/2022,0.0303
2/9/2022,0.0304
2/10/2022,0.0306
2/11/2022,0.0306
2/14/2022,0.0306
2/15/2022,0.0308
2/16/2022,0.0309
2/17/2022,0.031
2/18/2022,0.0312
2/21/2022,0.0311
2/22/2022,0.031
2/23/2022,0.0308
2/24/2022,0.031
2/25/2022,0.0308
2/28/2022,0.0306
3/1/2022,0.0306
3/2/2022,0.0306
3/3/2022,0.0308
3/4/2022,0.0307
3/7/2022,0.0306
3/8/2022,0.0303
3/9/2022,0.0301
3/10/2022,0.0303
3/11/2022,0.0302
3/14/2022,0.0301
3/15/2022,0.0299
3/16/2022,0.0298
3/17/2022,0.03
3/18/2022,0.0301
3/21/2022,0.03
3/22/2022,0.0298
3/23/2022,0.0299
3/24/2022,0.0297
3/25/2022,0.0298
3/28/2022,0.0297
3/29/2022,0.0296
3/30/2022,0.0299
3/31/2022,0.03
4/1/2022,0.0301
4/4/2022,0.0299
4/5/2022,0.0299
4/6/2022,0.0298
4/7/2022,0.0298
4/8/2022,0.0299
4/11/2022,0.0298
4/12/2022,0.0297
4/13/2022,0.0298
4/14/2022,0.0299
4/15/2022,0.0297
4/18/2022,0.0298
4/19/2022,0.0297
4/20/2022,0.0296
4/21/2022,0.0296
4/22/2022,0.0295
4/25/2022,0.0295
4/26/2022,0.0294
4/27/2022,0.0292
4/28/2022,0.0291
4/29/2022,0.029
5/2/2022,0.0292
5/3/2022,0.029
5/4/2022,0.0291
5/5/2022,0.0294
5/6/2022,0.0292
5/9/2022,0.0291
5/10/2022,0.0289
5/11/2022,0.0289
5/12/2022,0.0289
5/13/2022,0.0288
5/16/2022,0.0289
5/17/2022,0.0288
5/18/2022,0.029
5/19/2022,0.0289
5/20/2022,0.0291
5/23/2022,0.0291
5/24/2022,0.0293
5/25/2022,0.0293
5/26/2022,0.0292
5/27/2022,0.0292
5/30/2022,0.0293
5/31/2022,0.0293
6/1/2022,0.0292
6/2/2022,0.0291
6/3/2022,0.0292
6/6/2022,0.0291
6/7/2022,0.029
6/8/2022,0.0291
6/9/2022,0.029
6/10/2022,0.0289
6/13/2022,0.0287
6/14/2022,0.0287
6/15/2022,0.0285
6/16/2022,0.0287
6/17/2022,0.0286
6/20/2022,0.0284
6/21/2022,0.0283
6/22/2022,0.0283
6/23/2022,0.0283
6/24/2022,0.0282
6/27/2022,0.0282
6/28/2022,0.0283
6/29/2022,0.0284
6/30/2022,0.0285
7/1/2022,0.0283
7/4/2022,0.0281
7/5/2022,0.028
7/6/2022,0.0278
7/7/2022,0.0277
7/8/2022,0.0277
7/11/2022,0.0279
7/12/2022,0.0276
7/13/2022,0.0276
7/14/2022,0.0276
7/15/2022,0.0274
7/18/2022,0.0274
7/19/2022,0.0273
7/20/2022,0.0273
7/21/2022,0.0273
7/22/2022,0.0272
7/25/2022,0.0273
7/26/2022,0.0273
7/27/2022,0.0272
7/28/2022,0.0273
7/29/2022,0.0275
8/1/2022,0.0276
8/2/2022,0.0277
8/3/2022,0.0276
8/4/2022,0.0276
8/5/2022,0.0279
8/8/2022,0.028
8/9/2022,0.0281
8/10/2022,0.0283
8/11/2022,0.0283
8/12/2022,0.0284
8/15/2022,0.0283
8/16/2022,0.0281
8/17/2022,0.0283
8/18/2022,0.0282
8/19/2022,0.0281
8/22/2022,0.0279
8/23/2022,0.0277
8/24/2022,0.0277
8/25/2022,0.0277
8/26/2022,0.0279
8/29/2022,0.0276
8/30/2022,0.0275
8/31/2022,0.0274
9/1/2022,0.0273
9/2/2022,0.0272
9/5/2022,0.0272
9/6/2022,0.0274
9/7/2022,0.0273
9/8/2022,0.0274
9/9/2022,0.0275
9/12/2022,0.0275
9/13/2022,0.0276
9/14/2022,0.0273
9/15/2022,0.0273
9/16/2022,0.0271
9/19/2022,0.0272
9/20/2022,0.0271
9/21/2022,0.027
9/22/2022,0.0269
9/23/2022,0.0268
9/26/2022,0.0266
9/27/2022,0.0264
9/28/2022,0.0263
9/29/2022,0.0264
9/30/2022,0.0264
10/3/2022,0.0264
10/4/2022,0.0265
10/5/2022,0.0267
10/6/2022,0.0267
10/7/2022,0.0268
10/10/2022,0.0266
10/11/2022,0.0263
10/12/2022,0.0263
10/13/2022,0.0264
10/14/2022,0.0263
10/17/2022,0.0261
10/18/2022,0.0263
10/19/2022,0.0263
10/20/2022,0.0261
10/21/2022,0.0262
10/24/2022,0.0263
10/25/2022,0.0262
10/26/2022,0.0264
10/27/2022,0.0265
10/28/2022,0.0265
10/31/2022,0.0264
11/1/2022,0.0263
11/2/2022,0.0265
11/3/2022,0.0264
11/4/2022,0.0263
11/7/2022,0.0267
11/8/2022,0.0268
11/9/2022,0.0271
11/10/2022,0.0271
11/11/2022,0.0277
11/14/2022,0.0278
11/15/2022,0.028
11/16/2022,0.0281
11/17/2022,0.0279
11/18/2022,0.0279
11/21/2022,0.028
11/22/2022,0.0276
11/23/2022,0.0277
11/24/2022,0.0278
11/25/2022,0.0279
11/28/2022,0.0278
11/29/2022,0.0279
11/30/2022,0.0282
12/1/2022,0.0285
12/2/2022,0.0287
12/5/2022,0.0288
12/6/2022,0.0285
12/7/2022,0.0285
12/8/2022,0.0287
12/9/2022,0.0288
12/12/2022,0.0288
12/13/2022,0.0287
12/14/2022,0.0289
12/15/2022,0.029
12/16/2022,0.0285
12/19/2022,0.0287
12/20/2022,0.0287
12/21/2022,0.0289
12/22/2022,0.0289
12/23/2022,0.0287
12/26/2022,0.0289
12/27/2022,0.0289
12/28/2022,0.0289
12/29/2022,0.0288
12/30/2022,0.0289
